accepted.name,input.name,input.match,currently.accepted,genus.only,kingdom,phylum,class,order,family,genus,species,infrasp,long.name,taxonomic.status,taxon.rank,mod.date,authorship
Heterocapsa triquetra var. litorale,Heterocapsa triquetra,0,1,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Heterocapsa,triquetra,litorale,Heterocapsa triquetra var. litorale Er.Lindemann,currently accepted taxonomically,variety,2023-01-27,Er.Lindemann
Karlodinium veneficum,Karlodinium veneficum,1,1,0,Chromista,Miozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,veneficum,NA,Karlodinium veneficum (D.Ballantine) J.Larsen,currently accepted taxonomically,species,2019-08-26,(D.Ballantine) J.Larsen
Karlodinium,Karlodinium,1,1,1,Chromista,Miozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,NA,NA,"Karlodinium J.Larsen, 2000",currently accepted taxonomically,genus,2019-08-26,J.Larsen
Lebouridinium glaucum,Katodinium glaucum,1,0,0,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Katodinium,glaucum,NA,Katodinium glaucum (Lebour) A.R.Loeblich III,homotypic or heterotypic synonym,species,2018-08-30,(Lebour) A.R.Loeblich III
Katodinium,Katodinium,1,1,1,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Katodinium,NA,NA,"Katodinium Fott, 1957",currently accepted taxonomically,genus,2023-05-14,Fott
Katodinium,Massartia,1,0,1,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Massartia,NA,NA,"Massartia Conrad, 1926, nom. illeg.",homotypic or heterotypic synonym,genus,2018-04-23,Conrad
Mesoporos perforatus,Mesoporos perforatus,1,1,0,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Mesoporos,perforatus,NA,Mesoporos perforatus (Gran) Lillick,currently accepted taxonomically,species,2018-08-31,(Gran) Lillick
Ornithocercus,Ornithocercus,1,1,1,Chromista,Miozoa,Dinophyceae,Dinophysales,Dinophysaceae,Ornithocercus,NA,NA,"Ornithocercus Stein, 1883",currently accepted taxonomically,genus,2017-05-24,Stein
Phalacroma oxytoxoides,Oxyphysis oxytoxoides,1,0,0,Chromista,Miozoa,Dinophyceae,Dinophysales,Oxyphysaceae,Oxyphysis,oxytoxoides,NA,Oxyphysis oxytoxoides Kofoid,homotypic or heterotypic synonym,species,2018-04-11,Kofoid
Phalacroma,Oxyphysis,1,0,1,Chromista,Miozoa,Dinophyceae,Dinophysales,Oxyphysaceae,Oxyphysis,NA,NA,"Oxyphysis Kofoid, 1926",homotypic or heterotypic synonym,genus,2017-05-24,Kofoid
Parvodinium cunningtonii,Peridiniopsis cunningtonii,1,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniopsidaceae,Peridiniopsis,cunningtonii,NA,Peridiniopsis cunningtonii Lemmermann,homotypic or heterotypic synonym,species,2023-01-13,Lemmermann
Peridiniopsis,Peridiniopsis,1,1,1,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniopsidaceae,Peridiniopsis,NA,NA,"Peridiniopsis Lemmermann, 1904",currently accepted taxonomically,genus,2021-12-31,Lemmermann
Peridinium gatunense var. carinatum,Peridinium cinctum,0,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,cinctum,carinatum,Peridinium cinctum var. carinatum Steinecke & Lindemann,homotypic or heterotypic synonym,variety,2023-05-14,Steinecke & Lindemann
Parvodinium inconspicuum var. armatum,Peridinium inconspicuum,0,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,inconspicuum,armatum,Peridinium inconspicuum f. armatum (Lemmerman) M.Lefèvre,homotypic or heterotypic synonym,forma,2023-05-18,(Lemmerman) M.Lefèvre
Peridinium limbatum,Peridinium limbatum,1,1,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,limbatum,NA,Peridinium limbatum (A.Stokes) Lemmermann,currently accepted taxonomically,species,2022-05-27,(A.Stokes) Lemmermann
Chimonodinium lomnickii,Peridinium lomnickii,0,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,lomnickii,punctulatum,Peridinium lomnickii var. punctulatum Lindemann,homotypic or heterotypic synonym,variety,2023-02-01,Lindemann
Chimonodinium lomnickii,Peridinium lomnickii,1,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,lomnickii,NA,Peridinium lomnickii Wołoszyńska,homotypic or heterotypic synonym,species,2023-02-01,Wołoszyńska
Kryptoperidinium,Peridinium,0,1,1,Chromista,Miozoa,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Kryptoperidinium,NA,NA,"Kryptoperidinium Lindemann, 1924",currently accepted taxonomically,genus,2023-01-27,Lindemann
NA,Peridinium willei,0,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,willei,australe,Peridinium willei var. australe G.S.West,uncertain taxonomic status subjected to verification,variety,2023-05-12,G.S.West
Prorocentrum gracile,Prorocentrum gracile,1,1,0,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,NA,Prorocentrum gracile F.Schütt,currently accepted taxonomically,species,2019-05-27,F.Schütt
Prorocentrum micans,Prorocentrum micans,1,1,0,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,NA,Prorocentrum micans Ehrenberg,currently accepted taxonomically,species,2023-01-18,Ehrenberg
Prorocentrum cordatum,Prorocentrum minimum,1,0,0,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,NA,Prorocentrum minimum (Pavillard) J.Schiller,homotypic or heterotypic synonym,species,2020-11-20,(Pavillard) J.Schiller
Prorocentrum,Prorocentrum,1,1,1,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA,NA,"Prorocentrum Ehrenberg, 1834",currently accepted taxonomically,genus,2018-10-26,Ehrenberg
Prorocentrum triestinum,Prorocentrum triestinum,1,1,0,Chromista,Miozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,triestinum,NA,Prorocentrum triestinum J.Schiller,currently accepted taxonomically,species,2022-06-15,J.Schiller
Protoperidinium bipes,Protoperidinium bipes,1,1,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,bipes,NA,Protoperidinium bipes (Paulsen) Balech,currently accepted taxonomically,species,2018-08-31,(Paulsen) Balech
Protoperidinium pallidum,Protoperidinium pallidum,1,1,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pallidum,NA,Protoperidinium pallidum (Ostenfeld) Balech,currently accepted taxonomically,species,2022-09-09,(Ostenfeld) Balech
Protoperidinium pellucidum subsp. stellatum,Protoperidinium pellucidum,0,0,0,Chromista,Miozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pellucidum,asteriferum,Protoperidinium pellucidum subsp. asteriferum Balech,homotypic or heterotypic synonym,subspecies,2022-03-04,Balech
Protoperidinium,Protoperidinium,1,1,1,Chromista,Miozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,NA,NA,"Protoperidinium Bergh, 1881",currently accepted taxonomically,genus,2018-08-21,Bergh
Pyrophacus steinii,Pyrophacus horologium,0,0,0,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,Pyrophacus,horologium,steinii,Pyrophacus horologium var. steinii J.Schiller,homotypic or heterotypic synonym,variety,2023-01-25,J.Schiller
Scrippsiella,Scrippsiella,1,1,1,Chromista,Miozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,NA,NA,"Scrippsiella Balech, 1965, nom. cons.",currently accepted taxonomically,genus,2021-11-11,Balech
Scrippsiella acuminata,Scrippsiella trochoidea,1,0,0,Chromista,Miozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,trochoidea,NA,Scrippsiella trochoidea (F.Stein) A.R.Loeblich III,homotypic or heterotypic synonym,species,2018-08-30,(F.Stein) A.R.Loeblich III
Warnowia parva,Warnowia parva,1,1,0,Chromista,Miozoa,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,parva,NA,Warnowia parva (Lohmann) Er.Lindemann,currently accepted taxonomically,species,2018-12-07,(Lohmann) Er.Lindemann
Warnowia,Warnowia,1,1,1,Chromista,Miozoa,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,NA,NA,"Warnowia Lindemann, 1928",currently accepted taxonomically,genus,2017-05-23,Lindemann
Tovellia glabra,Woloszynskia coronata,0,0,0,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Woloszynskia,coronata,glabra,Woloszynskia coronata var. glabra (Woloszynska) Thompson,homotypic or heterotypic synonym,variety,2022-05-26,(Woloszynska) Thompson
Tovellia coronata,Woloszynskia coronata,1,0,0,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Woloszynskia,coronata,NA,Woloszynskia coronata (Wołoszyńska) R.H.Thompson,homotypic or heterotypic synonym,species,2022-05-26,(Wołoszyńska) R.H.Thompson
Woloszynskia,Woloszynskia,1,1,1,Chromista,Miozoa,Dinophyceae,Gonyaulacales,Tovelliaceae,Woloszynskia,NA,NA,"Woloszynskia R.H.Thompson, 1951",currently accepted taxonomically,genus,2018-10-26,R.H.Thompson
Protoeuglena,Euglena,0,1,1,Plantae,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Protoeuglena,NA,NA,"Protoeuglena R.Subrahmanyan, 1954",currently accepted taxonomically,genus,2023-04-16,R.Subrahmanyan
NA,Eutreptia lanowii,1,0,0,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiales,Eutreptiaceae,Eutreptia,lanowii,NA,Eutreptia lanowii Steuer,uncertain taxonomic status subjected to verification,species,2023-03-17,Steuer
Chattonella,Eutreptia,0,0,1,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Vacuolariaceae,Hemieutreptia,NA,NA,"Hemieutreptia Y.Hada, 1974",homotypic or heterotypic synonym,genus,2021-10-20,Y.Hada
Eutreptiella,Eutreptiella,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiales,Eutreptiaceae,Eutreptiella,NA,NA,"Eutreptiella A.M.Cunha, 1913",currently accepted taxonomically,genus,2022-11-26,A.M.Cunha
Lepocinclis,Lepocinclis,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Lepocinclis,NA,NA,"Lepocinclis Perty, 1849, nom. cons.",currently accepted taxonomically,genus,2022-03-04,Perty
Trachelomonas,Trachelomonas,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,NA,NA,"Trachelomonas Ehrenberg, 1834",currently accepted taxonomically,genus,2017-12-30,Ehrenberg
Euglena agilis H.J.Carter,Euglena agilis,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,circumsuta,Euglena agilis var. circumsuta J.Schiller,homotypic or heterotypic synonym,variety,2022-01-31,J.Schiller
Euglena agilis H.J.Carter,Euglena agilis,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,minor,Euglena agilis var. minor J.Schiller,homotypic or heterotypic synonym,variety,2022-01-31,J.Schiller
Euglena agilis H.J.Carter,Euglena agilis,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,pyrenoides,Euglena agilis var. pyrenoides J.Schiller,homotypic or heterotypic synonym,variety,2022-01-31,J.Schiller
NA,Euglena agilis,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,varians,Euglena agilis var. varians,homotypic or heterotypic synonym,variety,2022-01-31,NA
Euglena agilis,Euglena agilis,1,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,NA,Euglena agilis H.J.Carter,currently accepted taxonomically,species,2022-01-31,H.J.Carter
Euglena agilis H.J.Carter,Euglena agilis,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,agilis,praeexicisa,Euglena agilis var. praeexicisa J.Schiller,homotypic or heterotypic synonym,variety,2022-01-31,J.Schiller
Euglena deses Ehrenberg,Euglena deses,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,deses,major,Euglena deses f. major T.G.Popova,homotypic or heterotypic synonym,forma,2022-01-31,T.G.Popova
Euglena deses Ehrenberg,Euglena deses,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,deses,mesnilii,Euglena deses f. mesnilii (Deflandre & Dusi) E.G.Pringsheim,homotypic or heterotypic synonym,forma,2022-01-31,(Deflandre & Dusi) E.G.Pringsheim
Euglena deses Ehrenberg,Euglena deses,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,deses,gracilis,Euglena deses var. gracilis Playfair,homotypic or heterotypic synonym,variety,2022-01-31,Playfair
Euglena deses Ehrenberg,Euglena deses,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,deses,minuta,Euglena deses var. minuta Playfair,homotypic or heterotypic synonym,variety,2022-01-31,Playfair
Euglena deses Ehrenberg,Euglena deses,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,deses,digrana,Euglena deses var. digrana Zakryś,homotypic or heterotypic synonym,variety,2022-01-31,Zakryś
Euglena elastica,Euglena elastica,1,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,elastica,NA,Euglena elastica Prescott,currently accepted taxonomically,species,2016-08-10,Prescott
Euglena gracilis var. zumsteinii,Euglena gracilis,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,gracilis,zumsteinii,Euglena gracilis var. zumsteinii A.Lwoff,currently accepted taxonomically,variety,2022-07-07,A.Lwoff
Protoeuglena,Euglena,0,1,1,Plantae,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Protoeuglena,NA,NA,"Protoeuglena R.Subrahmanyan, 1954",currently accepted taxonomically,genus,2023-04-16,R.Subrahmanyan
NA,Eutreptia lanowii,1,0,0,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiales,Eutreptiaceae,Eutreptia,lanowii,NA,Eutreptia lanowii Steuer,uncertain taxonomic status subjected to verification,species,2023-03-17,Steuer
Chattonella,Eutreptia,0,0,1,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Vacuolariaceae,Hemieutreptia,NA,NA,"Hemieutreptia Y.Hada, 1974",homotypic or heterotypic synonym,genus,2021-10-20,Y.Hada
Eutreptiella gymnastica,Eutreptiella gymnastica,1,1,0,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiales,Eutreptiaceae,Eutreptiella,gymnastica,NA,Eutreptiella gymnastica Throndsen,currently accepted taxonomically,species,2017-05-18,Throndsen
Eutreptiella,Eutreptiella,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiales,Eutreptiaceae,Eutreptiella,NA,NA,"Eutreptiella A.M.Cunha, 1913",currently accepted taxonomically,genus,2022-11-26,A.M.Cunha
Lepocinclis acus,Lepocinclis acus,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Lepocinclis,acus,minor,Lepocinclis acus var. minor (Hansgirg) D.A.Kapustin,homotypic or heterotypic synonym,variety,2023-01-23,(Hansgirg) D.A.Kapustin
Lepocinclis,Lepocinclis,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Lepocinclis,NA,NA,"Lepocinclis Perty, 1849, nom. cons.",currently accepted taxonomically,genus,2022-03-04,Perty
Monomorphina pyrum,Monomorphina pyrum,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Monomorphina,pyrum,pseudonordstedtii,Monomorphina pyrum var. pseudonordstedtii (Pochmann) Popova,homotypic or heterotypic synonym,variety,2022-02-24,(Pochmann) Popova
Monomorphina,Monomorphina,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Monomorphina,NA,NA,"Monomorphina Mereschkowsky, 1877",currently accepted taxonomically,genus,2017-12-30,Mereschkowsky
Phacus caudatus var. ovalis,Phacus caudatus,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,caudatus,ovalis,Phacus caudatus var. ovalis Dreżepolski,currently accepted taxonomically,variety,2023-03-10,Dreżepolski
Phacus caudatus Hübner,Phacus caudatus,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,caudatus,volicensis,Phacus caudatus var. volicensis Dreżepolski,homotypic or heterotypic synonym,variety,2023-03-10,Dreżepolski
Phacus ankylonoton Pochmann,Phacus caudatus,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,caudatus,NA,Phacus caudatus var.  Dreżepolski,homotypic or heterotypic synonym,variety,2023-03-10,Dreżepolski
Phacus tenuis Svirenko,Phacus caudatus,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,caudatus,minor,Phacus caudatus var. minor Dreżepolski,homotypic or heterotypic synonym,variety,2023-03-10,Dreżepolski
Monomorphina pyrum,Phacus nordstedtii,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,pseudonordstedtii,NA,Phacus pseudonordstedtii Pochmann,homotypic or heterotypic synonym,species,2022-02-24,Pochmann
Phacus cylindraceus,Phacus parvulus,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,parvulus,angustatus,Phacus parvulus var. angustatus T.G.Popova,homotypic or heterotypic synonym,variety,2023-04-12,T.G.Popova
Phacus,Phacus,0,0,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Hyalophacus,NA,NA,"Hyalophacus Pringsheim, 1936",homotypic or heterotypic synonym,genus,2022-09-08,Pringsheim
Phacus contortus,Phacus tortus,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus,contortus,NA,Phacus contortus Bourrelly,currently accepted taxonomically,species,2022-02-25,Bourrelly
Strombomonas,Strombomonas,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas,NA,NA,"Strombomonas Deflandre, 1930",currently accepted taxonomically,genus,2018-01-01,Deflandre
Strombomonas rotunda var. rugosa,Strombomonas rotunda,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas,rotunda,rugosa,Strombomonas rotunda var. rugosa Z.X.Shi,currently accepted taxonomically,variety,2022-03-09,Z.X.Shi
Strombomonas,Strombomonas,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Strombomonas,NA,NA,"Strombomonas Deflandre, 1930",currently accepted taxonomically,genus,2018-01-01,Deflandre
Trachelomonas abrupta var. bonnieri,Trachelomonas abrupta,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,abrupta,bonnieri,Trachelomonas abrupta var. bonnieri Dreżepolski,currently accepted taxonomically,variety,2023-03-10,Dreżepolski
Trachelomonas hispida var. elongata,Trachelomonas hispida,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,hispida,elongata,Trachelomonas hispida var. elongata Prowse,currently accepted taxonomically,variety,2023-05-30,Prowse
Trachelomonas,Trachelomonas,1,1,1,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,NA,NA,"Trachelomonas Ehrenberg, 1834",currently accepted taxonomically,genus,2017-12-30,Ehrenberg
Trachelomonas palmeri,Trachelomonas volvocina,0,0,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,volvocina,palmeri,Trachelomonas volvocina var. palmeri Dreżepolski,homotypic or heterotypic synonym,variety,2023-03-10,Dreżepolski
Trachelomonas volvocina var. compressa,Trachelomonas volvocina,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,volvocina,compressa,Trachelomonas volvocina var. compressa Dreżepolski,currently accepted taxonomically,variety,2023-03-10,Dreżepolski
Trachelomonas volvocina var. applanata,Trachelomonas volvocina,0,1,0,Protozoa,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas,volvocina,applanata,Trachelomonas volvocina var. applanata Dreżepolski,currently accepted taxonomically,variety,2023-03-10,Dreżepolski
Nannochloropsis,Nannochloropsis,1,1,1,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,NA,NA,"Nannochloropsis D.J.Hibberd, 1981",currently accepted taxonomically,genus,2021-10-25,D.J.Hibberd
Achnanthidium gracillimum,Achnanthidium gracillimum,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,gracillimum,NA,Achnanthidium gracillimum (F.Meister) Lange-Bertalot,currently accepted taxonomically,species,2022-07-03,(F.Meister) Lange-Bertalot
Asterionella formosa f. capitellata,Asterionella formosa,0,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Asterionella,formosa,capitellata,Asterionella formosa f. capitellata Skabichevskij,currently accepted taxonomically,forma,2022-02-08,Skabichevskij
Asterionella formosa var. acaroides Lemmermann,Asterionella formosa,0,0,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Asterionella,formosa,acaroides,Asterionella formosa f. acaroides (Lemmermann) Skabichevskij,homotypic or heterotypic synonym,forma,2022-02-08,(Lemmermann) Skabichevskij
Asterionella,Asterionella,1,1,1,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Asterionella,NA,NA,"Asterionella Hassall, 1850",currently accepted taxonomically,genus,2015-11-01,Hassall
Asterionellopsis glacialis,Asterionellopsis glacialis,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhaphoneidales,Asterionellopsidaceae,Asterionellopsis,glacialis,NA,Asterionellopsis glacialis (Castracane) Round,currently accepted taxonomically,species,2019-11-06,(Castracane) Round
NA,Ceratoneis arcus,0,0,0,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ceratoneis,arcus,undulata,Ceratoneis arcus f. undulata Mayer,"preliminary, not subjected to verification",forma,2021-08-02,Mayer
Cylindrotheca closterium,Ceratoneis closterium,1,0,0,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ceratoneis,closterium,NA,Ceratoneis closterium Ehrenberg,homotypic or heterotypic synonym,species,2022-12-07,Ehrenberg
Cylindrotheca,Ceratoneis,1,0,1,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ceratoneis,NA,NA,"Ceratoneis Ehrenberg, 1839, nom. rejic.",homotypic or heterotypic synonym,genus,2020-01-31,Ehrenberg
Asterionellopsis glacialis,Asterionellopsis glacialis,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhaphoneidales,Asterionellopsidaceae,Asterionellopsis,glacialis,NA,Asterionellopsis glacialis (Castracane) Round,currently accepted taxonomically,species,2019-11-06,(Castracane) Round
Asterionellopsis,Asterionellopsis,1,1,1,Chromista,Bacillariophyta,Bacillariophyceae,Rhaphoneidales,Asterionellopsidaceae,Asterionellopsis,NA,NA,"Asterionellopsis Round, 1990",currently accepted taxonomically,genus,2017-10-25,Round
Pseudostaurosira subconstricta,Pseudostaurosira parasitica,0,0,0,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,Pseudostaurosira,parasitica,subconstricta,Pseudostaurosira parasitica var. subconstricta (Grunow) E.Morales,homotypic or heterotypic synonym,variety,2019-03-13,(Grunow) E.Morales
Pseudostaurosira parasitica,Pseudostaurosira parasitica,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,Pseudostaurosira,parasitica,NA,Pseudostaurosira parasitica (W.Smith) E.Morales,currently accepted taxonomically,species,2019-03-13,(W.Smith) E.Morales
Synedra,Synedra,1,1,1,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,NA,NA,"Synedra Ehrenberg, 1830",currently accepted taxonomically,genus,2022-08-20,Ehrenberg
Thalassionema,Thalassionema,1,1,1,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,"Thalassionema Grunow ex Mereschkowsky, 1902",currently accepted taxonomically,genus,2022-05-11,Grunow ex Mereschkowsky
Ulnaria,Ulnaria,1,1,1,Chromista,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Ulnaria,NA,NA,"Ulnaria (Kützing) Compère, 2001",currently accepted taxonomically,genus,2022-08-20,(Kützing) Compère
Ulnaria ulna,Ulnaria ulna,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Ulnaria,ulna,NA,Ulnaria ulna (Nitzsch) Compère,currently accepted taxonomically,species,2022-07-04,(Nitzsch) Compère
Diatoma moniliformis subsp. ovalis,Diatoma moniliformis,0,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,moniliformis,ovalis,"Diatoma moniliformis subsp. ovalis (F.Fricke) Lange-Bertalot, Rumrich & G.Hofmann",currently accepted taxonomically,subspecies,2022-06-29,"(F.Fricke) Lange-Bertalot, Rumrich & G.Hofmann"
Diatoma elongatum var. angustum,Diatoma elongatum,0,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,elongatum,angustum,Diatoma elongatum var. angustum Cleve-Euler,currently accepted taxonomically,variety,2021-11-12,Cleve-Euler
Tabellaria,Diatoma,1,0,1,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,NA,NA,"Diatoma De Candolle, 1805",homotypic or heterotypic synonym,genus,2022-01-20,De Candolle
Diatoma moniliformis subsp. ovalis,Diatoma moniliformis,0,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,moniliformis,ovalis,"Diatoma moniliformis subsp. ovalis (F.Fricke) Lange-Bertalot, Rumrich & G.Hofmann",currently accepted taxonomically,subspecies,2022-06-29,"(F.Fricke) Lange-Bertalot, Rumrich & G.Hofmann"
Tabellaria,Diatoma,1,0,1,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,NA,NA,"Diatoma De Candolle, 1805",homotypic or heterotypic synonym,genus,2022-01-20,De Candolle
Tabellaria,Diatoma,1,0,1,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,NA,NA,"Diatoma De Candolle, 1805",homotypic or heterotypic synonym,genus,2022-01-20,De Candolle
Diatoma vulgaris,Diatoma vulgaris,1,1,0,Chromista,Bacillariophyta,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Diatoma,vulgaris,NA,Diatoma vulgaris Bory,currently accepted taxonomically,species,2023-03-27,Bory
